instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand_cluster,7_day_MA,30_day_MA
456,2012-03-31,Summer,2012,3,0,6,0,Misty/Cloudy,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,High Demand (Peak Day),5597.285714285715,5329.5
457,2012-04-01,Summer,2012,4,0,0,0,Misty/Cloudy,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,High Demand (Peak Day),5746.571428571428,5424.4
458,2012-04-02,Summer,2012,4,0,1,1,Clear/Partly Cloudy,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Medium Demand (Typical Day),5800.571428571428,5486.733333333334
459,2012-04-03,Summer,2012,4,0,2,1,Clear/Partly Cloudy,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,High Demand (Peak Day),6039.142857142857,5598.366666666667
460,2012-04-04,Summer,2012,4,0,3,1,Clear/Partly Cloudy,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,High Demand (Peak Day),6144.571428571428,5701.8
461,2012-04-05,Summer,2012,4,0,4,1,Clear/Partly Cloudy,0.435,0.431163,0.374167,0.219529,1192,5265,6457,High Demand (Peak Day),6190.857142857143,5785.166666666667
462,2012-04-06,Summer,2012,4,0,5,1,Clear/Partly Cloudy,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,High Demand (Peak Day),6333.857142857143,5836.633333333333
463,2012-04-07,Summer,2012,4,0,6,0,Clear/Partly Cloudy,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,High Demand (Peak Day),6422.714285714285,5885.8
464,2012-04-08,Summer,2012,4,0,0,0,Clear/Partly Cloudy,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Medium Demand (Typical Day),6298.142857142857,5905.8
465,2012-04-09,Summer,2012,4,0,1,1,Clear/Partly Cloudy,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Medium Demand (Typical Day),6248.0,5954.7
466,2012-04-10,Summer,2012,4,0,2,1,Clear/Partly Cloudy,0.446667,0.436233,0.435,0.249375,819,5099,5918,Medium Demand (Typical Day),6126.0,5988.266666666666
467,2012-04-11,Summer,2012,4,0,3,1,Clear/Partly Cloudy,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Medium Demand (Typical Day),5901.142857142857,5973.733333333334
468,2012-04-12,Summer,2012,4,0,4,1,Clear/Partly Cloudy,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Medium Demand (Typical Day),5751.428571428572,5959.133333333333
469,2012-04-13,Summer,2012,4,0,5,1,Clear/Partly Cloudy,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,High Demand (Peak Day),5742.571428571428,5962.0
470,2012-04-14,Summer,2012,4,0,6,0,Clear/Partly Cloudy,0.495,0.487996,0.502917,0.190917,2795,4665,7460,High Demand (Peak Day),5828.714285714285,6004.266666666666
471,2012-04-15,Summer,2012,4,0,0,0,Clear/Partly Cloudy,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,High Demand (Peak Day),6109.142857142857,6096.066666666667
472,2012-04-16,Summer,2012,4,1,1,0,Clear/Partly Cloudy,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,High Demand (Peak Day),6221.285714285715,6047.2
473,2012-04-17,Summer,2012,4,0,2,1,Clear/Partly Cloudy,0.608333,0.598487,0.390417,0.273629,989,5702,6691,High Demand (Peak Day),6331.714285714285,6073.833333333333
474,2012-04-18,Summer,2012,4,0,3,1,Misty/Cloudy,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Medium Demand (Typical Day),6261.0,6014.3
475,2012-04-19,Summer,2012,4,0,4,1,Clear/Partly Cloudy,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,High Demand (Peak Day),6426.142857142857,6030.033333333334
476,2012-04-20,Summer,2012,4,0,5,1,Clear/Partly Cloudy,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,High Demand (Peak Day),6553.571428571428,6065.366666666667
477,2012-04-21,Summer,2012,4,0,6,0,Clear/Partly Cloudy,0.57,0.542921,0.682917,0.283587,2541,4083,6624,High Demand (Peak Day),6434.142857142857,6057.133333333333
478,2012-04-22,Summer,2012,4,0,0,0,Light Snow/Rain,0.396667,0.389504,0.835417,0.344546,120,907,1027,Low Demand (Quiet Day),5562.0,5812.633333333333
479,2012-04-23,Summer,2012,4,0,1,1,Misty/Cloudy,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Medium Demand (Typical Day),5111.142857142857,5807.366666666667
480,2012-04-24,Summer,2012,4,0,2,1,Clear/Partly Cloudy,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Medium Demand (Typical Day),4960.0,5828.6
481,2012-04-25,Summer,2012,4,0,3,1,Clear/Partly Cloudy,0.476667,0.470317,0.427917,0.118792,655,5541,6196,High Demand (Peak Day),5221.285714285715,5849.866666666667
482,2012-04-26,Summer,2012,4,0,4,1,Misty/Cloudy,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Medium Demand (Typical Day),5001.428571428572,5847.333333333333
483,2012-04-27,Summer,2012,4,0,5,1,Clear/Partly Cloudy,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,High Demand (Peak Day),4850.428571428572,5865.166666666667
484,2012-04-28,Summer,2012,4,0,6,0,Misty/Cloudy,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Medium Demand (Typical Day),4507.0,5801.4
485,2012-04-29,Summer,2012,4,0,0,0,Clear/Partly Cloudy,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,High Demand (Peak Day),5260.857142857143,5829.566666666667
486,2012-04-30,Summer,2012,4,0,1,1,Misty/Cloudy,0.464167,0.457696,0.57,0.171638,665,4907,5572,Medium Demand (Typical Day),5597.714285714285,5807.466666666666
487,2012-05-01,Summer,2012,5,0,2,1,Misty/Cloudy,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Medium Demand (Typical Day),5613.0,5797.433333333333
488,2012-05-02,Summer,2012,5,0,3,1,Clear/Partly Cloudy,0.564167,0.537896,0.797083,0.138058,667,5502,6169,High Demand (Peak Day),5609.142857142857,5805.2
489,2012-05-03,Summer,2012,5,0,4,1,Misty/Cloudy,0.56,0.537242,0.768333,0.133696,764,5657,6421,High Demand (Peak Day),5808.428571428572,5793.5
490,2012-05-04,Summer,2012,5,0,5,1,Clear/Partly Cloudy,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,High Demand (Peak Day),5817.428571428572,5788.833333333333
491,2012-05-05,Summer,2012,5,0,6,0,Misty/Cloudy,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,High Demand (Peak Day),6197.857142857143,5803.033333333334
492,2012-05-06,Summer,2012,5,0,0,0,Misty/Cloudy,0.5625,0.546737,0.74,0.149879,2135,4224,6359,High Demand (Peak Day),6205.714285714285,5799.666666666667
493,2012-05-07,Summer,2012,5,0,1,1,Misty/Cloudy,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,High Demand (Peak Day),6305.857142857143,5780.2
494,2012-05-08,Summer,2012,5,0,2,1,Misty/Cloudy,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Medium Demand (Typical Day),6304.142857142857,5798.833333333333
495,2012-05-09,Summer,2012,5,0,3,1,Misty/Cloudy,0.575,0.553025,0.744167,0.216412,620,4097,4717,Medium Demand (Typical Day),6096.714285714285,5769.9
496,2012-05-10,Summer,2012,5,0,4,1,Clear/Partly Cloudy,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,High Demand (Peak Day),6118.285714285715,5791.7
497,2012-05-11,Summer,2012,5,0,5,1,Clear/Partly Cloudy,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,High Demand (Peak Day),6223.142857142857,5863.966666666666
498,2012-05-12,Summer,2012,5,0,6,0,Clear/Partly Cloudy,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,High Demand (Peak Day),6301.142857142857,5931.3
499,2012-05-13,Summer,2012,5,0,0,0,Clear/Partly Cloudy,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,High Demand (Peak Day),6266.714285714285,5921.966666666666
500,2012-05-14,Summer,2012,5,0,1,1,Misty/Cloudy,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Low Demand (Quiet Day),5776.714285714285,5768.066666666667
501,2012-05-15,Summer,2012,5,0,2,1,Misty/Cloudy,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Medium Demand (Typical Day),5689.142857142857,5700.833333333333
502,2012-05-16,Summer,2012,5,0,3,1,Clear/Partly Cloudy,0.636667,0.595975,0.697917,0.122512,991,6433,7424,High Demand (Peak Day),6075.857142857143,5735.966666666666
503,2012-05-17,Summer,2012,5,0,4,1,Clear/Partly Cloudy,0.593333,0.572613,0.52,0.229475,1242,6142,7384,High Demand (Peak Day),6191.857142857143,5759.066666666667
504,2012-05-18,Summer,2012,5,0,5,1,Clear/Partly Cloudy,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,High Demand (Peak Day),6278.857142857143,5868.133333333333
505,2012-05-19,Summer,2012,5,0,6,0,Clear/Partly Cloudy,0.6,0.566908,0.45625,0.083975,3410,4884,8294,High Demand (Peak Day),6402.428571428572,5925.766666666666
506,2012-05-20,Summer,2012,5,0,0,0,Clear/Partly Cloudy,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,High Demand (Peak Day),6546.857142857143,5920.4
507,2012-05-21,Summer,2012,5,0,1,1,Misty/Cloudy,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Medium Demand (Typical Day),6763.428571428572,5844.9
508,2012-05-22,Summer,2012,5,0,2,1,Misty/Cloudy,0.615,0.580825,0.765833,0.118167,819,5254,6073,High Demand (Peak Day),6900.285714285715,6013.1
509,2012-05-23,Summer,2012,5,0,3,1,Misty/Cloudy,0.621667,0.584612,0.774583,0.102,766,4494,5260,Medium Demand (Typical Day),6591.142857142857,6081.3
510,2012-05-24,Summer,2012,5,0,4,1,Clear/Partly Cloudy,0.655,0.6067,0.716667,0.172896,1059,5711,6770,High Demand (Peak Day),6503.428571428572,6119.2
511,2012-05-25,Summer,2012,5,0,5,1,Clear/Partly Cloudy,0.68,0.627529,0.747083,0.14055,1417,5317,6734,High Demand (Peak Day),6374.142857142857,6137.133333333333
512,2012-05-26,Summer,2012,5,0,6,0,Clear/Partly Cloudy,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,High Demand (Peak Day),6123.0,6187.466666666666
513,2012-05-27,Summer,2012,5,0,0,0,Clear/Partly Cloudy,0.69,0.641425,0.697083,0.215171,3283,3308,6591,High Demand (Peak Day),6046.142857142857,6199.4
514,2012-05-28,Summer,2012,5,1,1,0,Clear/Partly Cloudy,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,High Demand (Peak Day),6286.714285714285,6260.166666666667
515,2012-05-29,Summer,2012,5,0,2,1,Clear/Partly Cloudy,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Medium Demand (Typical Day),6239.571428571428,6241.466666666666
516,2012-05-30,Summer,2012,5,0,3,1,Misty/Cloudy,0.656667,0.611129,0.67,0.134329,745,6110,6855,High Demand (Peak Day),6467.428571428572,6284.233333333334
517,2012-05-31,Summer,2012,5,0,4,1,Clear/Partly Cloudy,0.68,0.631329,0.492917,0.195279,1100,6238,7338,High Demand (Peak Day),6548.571428571428,6337.5
518,2012-06-01,Summer,2012,6,0,5,1,Misty/Cloudy,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Medium Demand (Typical Day),6176.142857142857,6269.433333333333
519,2012-06-02,Summer,2012,6,0,6,0,Clear/Partly Cloudy,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,High Demand (Peak Day),6402.428571428572,6326.066666666667
520,2012-06-03,Summer,2012,6,0,0,0,Clear/Partly Cloudy,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,High Demand (Peak Day),6552.428571428572,6370.9
521,2012-06-04,Summer,2012,6,0,1,1,Clear/Partly Cloudy,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,High Demand (Peak Day),6688.857142857143,6374.733333333334
522,2012-06-05,Summer,2012,6,0,2,1,Misty/Cloudy,0.540833,0.525892,0.613333,0.209575,968,6033,7001,High Demand (Peak Day),6868.571428571428,6396.133333333333
523,2012-06-06,Summer,2012,6,0,3,1,Clear/Partly Cloudy,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,High Demand (Peak Day),6897.142857142857,6422.2
524,2012-06-07,Summer,2012,6,0,4,1,Clear/Partly Cloudy,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,High Demand (Peak Day),6919.428571428572,6481.066666666667
525,2012-06-08,Summer,2012,6,0,5,1,Clear/Partly Cloudy,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,High Demand (Peak Day),7435.0,6581.7
526,2012-06-09,Summer,2012,6,0,6,0,Clear/Partly Cloudy,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,High Demand (Peak Day),7346.142857142857,6612.566666666667
527,2012-06-10,Summer,2012,6,0,0,0,Clear/Partly Cloudy,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,High Demand (Peak Day),7197.142857142857,6598.166666666667
528,2012-06-11,Summer,2012,6,0,1,1,Misty/Cloudy,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,High Demand (Peak Day),7149.428571428572,6572.666666666667
529,2012-06-12,Summer,2012,6,0,2,1,Misty/Cloudy,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Medium Demand (Typical Day),6859.571428571428,6534.466666666666
530,2012-06-13,Summer,2012,6,0,3,1,Clear/Partly Cloudy,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,High Demand (Peak Day),6911.857142857143,6687.066666666667
531,2012-06-14,Summer,2012,6,0,4,1,Clear/Partly Cloudy,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,High Demand (Peak Day),6893.142857142857,6762.0
532,2012-06-15,Summer,2012,6,0,5,1,Clear/Partly Cloudy,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,High Demand (Peak Day),6883.0,6770.033333333334
533,2012-06-16,Summer,2012,6,0,6,0,Clear/Partly Cloudy,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,High Demand (Peak Day),6912.142857142857,6780.633333333333
534,2012-06-17,Summer,2012,6,0,0,0,Clear/Partly Cloudy,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,High Demand (Peak Day),6966.428571428572,6758.6
535,2012-06-18,Summer,2012,6,0,1,1,Misty/Cloudy,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Medium Demand (Typical Day),6742.857142857143,6652.1
536,2012-06-19,Summer,2012,6,0,2,1,Clear/Partly Cloudy,0.688333,0.654692,0.69,0.148017,968,5857,6825,High Demand (Peak Day),7007.571428571428,6641.966666666666
537,2012-06-20,Summer,2012,6,0,3,1,Clear/Partly Cloudy,0.7825,0.720975,0.592083,0.113812,872,5339,6211,High Demand (Peak Day),6834.714285714285,6703.7
538,2012-06-21,Fall,2012,6,0,4,1,Clear/Partly Cloudy,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Medium Demand (Typical Day),6626.428571428572,6698.1
539,2012-06-22,Fall,2012,6,0,5,1,Clear/Partly Cloudy,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Medium Demand (Typical Day),6363.285714285715,6716.866666666667
540,2012-06-23,Fall,2012,6,0,6,0,Clear/Partly Cloudy,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,High Demand (Peak Day),6328.428571428572,6739.8
541,2012-06-24,Fall,2012,6,0,0,0,Clear/Partly Cloudy,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,High Demand (Peak Day),6316.0,6745.033333333334
542,2012-06-25,Fall,2012,6,0,1,1,Clear/Partly Cloudy,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,High Demand (Peak Day),6556.0,6753.133333333333
543,2012-06-26,Fall,2012,6,0,2,1,Clear/Partly Cloudy,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,High Demand (Peak Day),6644.142857142857,6781.5
544,2012-06-27,Fall,2012,6,0,3,1,Clear/Partly Cloudy,0.6975,0.640792,0.36,0.271775,1077,6258,7335,High Demand (Peak Day),6804.714285714285,6824.566666666667
545,2012-06-28,Fall,2012,6,0,4,1,Clear/Partly Cloudy,0.749167,0.675512,0.4225,0.17165,921,5958,6879,High Demand (Peak Day),6943.857142857143,6862.433333333333
546,2012-06-29,Fall,2012,6,0,5,1,Clear/Partly Cloudy,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Medium Demand (Typical Day),6892.428571428572,6816.033333333334
547,2012-06-30,Fall,2012,6,0,6,0,Clear/Partly Cloudy,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Medium Demand (Typical Day),6639.428571428572,6761.0
548,2012-07-01,Fall,2012,7,0,0,0,Clear/Partly Cloudy,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Medium Demand (Typical Day),6445.142857142857,6807.8
549,2012-07-02,Fall,2012,7,0,1,1,Clear/Partly Cloudy,0.781667,0.702038,0.447083,0.195267,904,5323,6227,High Demand (Peak Day),6366.285714285715,6744.7
550,2012-07-03,Fall,2012,7,0,2,1,Clear/Partly Cloudy,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,High Demand (Peak Day),6254.571428571428,6712.0
551,2012-07-04,Fall,2012,7,1,3,0,Clear/Partly Cloudy,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,High Demand (Peak Day),6264.285714285715,6725.5
552,2012-07-05,Fall,2012,7,0,4,1,Clear/Partly Cloudy,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,High Demand (Peak Day),6173.142857142857,6700.166666666667
553,2012-07-06,Fall,2012,7,0,5,1,Clear/Partly Cloudy,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,High Demand (Peak Day),6279.428571428572,6671.9
554,2012-07-07,Fall,2012,7,0,6,0,Clear/Partly Cloudy,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Medium Demand (Typical Day),6158.428571428572,6583.433333333333
555,2012-07-08,Fall,2012,7,0,0,0,Clear/Partly Cloudy,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Medium Demand (Typical Day),6035.714285714285,6481.3
556,2012-07-09,Fall,2012,7,0,1,1,Misty/Cloudy,0.710833,0.654054,0.683333,0.180975,998,5571,6569,High Demand (Peak Day),6084.571428571428,6450.333333333333
557,2012-07-10,Fall,2012,7,0,2,1,Misty/Cloudy,0.720833,0.664796,0.6675,0.151737,954,5336,6290,High Demand (Peak Day),6031.714285714285,6440.066666666667
558,2012-07-11,Fall,2012,7,0,3,1,Clear/Partly Cloudy,0.716667,0.650271,0.633333,0.151733,975,6289,7264,High Demand (Peak Day),6011.857142857143,6460.066666666667
559,2012-07-12,Fall,2012,7,0,4,1,Clear/Partly Cloudy,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,High Demand (Peak Day),6184.0,6542.533333333334
560,2012-07-13,Fall,2012,7,0,5,1,Misty/Cloudy,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,High Demand (Peak Day),6368.571428571428,6545.133333333333
561,2012-07-14,Fall,2012,7,0,6,0,Misty/Cloudy,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,High Demand (Peak Day),6672.714285714285,6532.0
562,2012-07-15,Fall,2012,7,0,0,0,Clear/Partly Cloudy,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,High Demand (Peak Day),6866.857142857143,6477.533333333334
563,2012-07-16,Fall,2012,7,0,1,1,Clear/Partly Cloudy,0.763333,0.724125,0.645,0.164187,1088,5742,6830,High Demand (Peak Day),6904.142857142857,6448.466666666666
564,2012-07-17,Fall,2012,7,0,2,1,Clear/Partly Cloudy,0.818333,0.755683,0.505833,0.114429,921,5865,6786,High Demand (Peak Day),6975.0,6442.066666666667
565,2012-07-18,Fall,2012,7,0,3,1,Clear/Partly Cloudy,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Medium Demand (Typical Day),6753.428571428572,6462.533333333334
566,2012-07-19,Fall,2012,7,0,4,1,Clear/Partly Cloudy,0.77,0.714642,0.600417,0.165429,888,5703,6591,High Demand (Peak Day),6631.285714285715,6454.733333333334
567,2012-07-20,Fall,2012,7,0,5,1,Misty/Cloudy,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Medium Demand (Typical Day),6398.571428571428,6443.366666666667
568,2012-07-21,Fall,2012,7,0,6,0,Light Snow/Rain,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Medium Demand (Typical Day),6040.0,6395.166666666667
569,2012-07-22,Fall,2012,7,0,0,0,Misty/Cloudy,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,High Demand (Peak Day),6237.0,6448.066666666667
570,2012-07-23,Fall,2012,7,0,1,1,Clear/Partly Cloudy,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,High Demand (Peak Day),6256.428571428572,6431.666666666667
571,2012-07-24,Fall,2012,7,0,2,1,Clear/Partly Cloudy,0.750833,0.70645,0.655,0.211454,1140,6452,7592,High Demand (Peak Day),6371.571428571428,6455.033333333334
572,2012-07-25,Fall,2012,7,0,3,1,Clear/Partly Cloudy,0.724167,0.654054,0.45,0.1648,1383,6790,8173,High Demand (Peak Day),6723.0,6501.5
573,2012-07-26,Fall,2012,7,0,4,1,Clear/Partly Cloudy,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,High Demand (Peak Day),6761.571428571428,6482.133333333333
574,2012-07-27,Fall,2012,7,0,5,1,Clear/Partly Cloudy,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,High Demand (Peak Day),6909.285714285715,6467.766666666666
575,2012-07-28,Fall,2012,7,0,6,0,Clear/Partly Cloudy,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,High Demand (Peak Day),7227.285714285715,6461.3
576,2012-07-29,Fall,2012,7,0,0,0,Clear/Partly Cloudy,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,High Demand (Peak Day),7111.142857142857,6499.1
577,2012-07-30,Fall,2012,7,0,1,1,Clear/Partly Cloudy,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,High Demand (Peak Day),7131.0,6546.366666666667
578,2012-07-31,Fall,2012,7,0,2,1,Clear/Partly Cloudy,0.713333,0.662896,0.704167,0.165425,968,6248,7216,High Demand (Peak Day),7077.285714285715,6602.533333333334
579,2012-08-01,Fall,2012,8,0,3,1,Clear/Partly Cloudy,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,High Demand (Peak Day),6992.571428571428,6647.633333333333
580,2012-08-02,Fall,2012,8,0,4,1,Clear/Partly Cloudy,0.7525,0.707088,0.659583,0.129354,983,6278,7261,High Demand (Peak Day),7049.714285714285,6667.666666666667
581,2012-08-03,Fall,2012,8,0,5,1,Misty/Cloudy,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,High Demand (Peak Day),7088.428571428572,6660.066666666667
582,2012-08-04,Fall,2012,8,0,6,0,Clear/Partly Cloudy,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,High Demand (Peak Day),7108.285714285715,6679.5
583,2012-08-05,Fall,2012,8,0,0,0,Clear/Partly Cloudy,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Medium Demand (Typical Day),6946.428571428572,6654.733333333334
584,2012-08-06,Fall,2012,8,0,1,1,Misty/Cloudy,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,High Demand (Peak Day),6933.285714285715,6727.166666666667
585,2012-08-07,Fall,2012,8,0,2,1,Misty/Cloudy,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,High Demand (Peak Day),6941.428571428572,6813.866666666667
586,2012-08-08,Fall,2012,8,0,3,1,Misty/Cloudy,0.75,0.707717,0.672917,0.1107,1263,6271,7534,High Demand (Peak Day),6934.857142857143,6846.033333333334
587,2012-08-09,Fall,2012,8,0,4,1,Clear/Partly Cloudy,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,High Demand (Peak Day),6938.428571428572,6879.233333333334
588,2012-08-10,Fall,2012,8,0,5,1,Misty/Cloudy,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Medium Demand (Typical Day),6740.0,6829.966666666666
589,2012-08-11,Fall,2012,8,0,6,0,Misty/Cloudy,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,High Demand (Peak Day),6665.0,6791.733333333334
590,2012-08-12,Fall,2012,8,0,0,0,Clear/Partly Cloudy,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,High Demand (Peak Day),6819.285714285715,6759.9
591,2012-08-13,Fall,2012,8,0,1,1,Clear/Partly Cloudy,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,High Demand (Peak Day),6800.714285714285,6757.033333333334
592,2012-08-14,Fall,2012,8,0,2,1,Clear/Partly Cloudy,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,High Demand (Peak Day),6730.857142857143,6782.133333333333
593,2012-08-15,Fall,2012,8,0,3,1,Clear/Partly Cloudy,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,High Demand (Peak Day),6704.142857142857,6799.366666666667
594,2012-08-16,Fall,2012,8,0,4,1,Clear/Partly Cloudy,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,High Demand (Peak Day),6749.714285714285,6826.666666666667
595,2012-08-17,Fall,2012,8,0,5,1,Clear/Partly Cloudy,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,High Demand (Peak Day),6944.285714285715,6874.5
596,2012-08-18,Fall,2012,8,0,6,0,Clear/Partly Cloudy,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,High Demand (Peak Day),7168.0,6916.966666666666
597,2012-08-19,Fall,2012,8,0,0,0,Misty/Cloudy,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Medium Demand (Typical Day),6883.0,6872.933333333333
598,2012-08-20,Fall,2012,8,0,1,1,Misty/Cloudy,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,High Demand (Peak Day),6832.571428571428,6941.966666666666
599,2012-08-21,Fall,2012,8,0,2,1,Clear/Partly Cloudy,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,High Demand (Peak Day),6864.285714285715,6928.5
600,2012-08-22,Fall,2012,8,0,3,1,Clear/Partly Cloudy,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,High Demand (Peak Day),6868.285714285715,6942.133333333333
601,2012-08-23,Fall,2012,8,0,4,1,Clear/Partly Cloudy,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,High Demand (Peak Day),6891.142857142857,6947.9
602,2012-08-24,Fall,2012,8,0,5,1,Misty/Cloudy,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,High Demand (Peak Day),6953.142857142857,6928.2
603,2012-08-25,Fall,2012,8,0,6,0,Misty/Cloudy,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,High Demand (Peak Day),6694.285714285715,6901.266666666666
604,2012-08-26,Fall,2012,8,0,0,0,Misty/Cloudy,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Medium Demand (Typical Day),6795.142857142857,6846.3
605,2012-08-27,Fall,2012,8,0,1,1,Clear/Partly Cloudy,0.703333,0.654688,0.730417,0.128733,989,5928,6917,High Demand (Peak Day),6850.428571428572,6854.033333333334
606,2012-08-28,Fall,2012,8,0,2,1,Clear/Partly Cloudy,0.728333,0.66605,0.62,0.190925,935,6105,7040,High Demand (Peak Day),6855.285714285715,6868.8
607,2012-08-29,Fall,2012,8,0,3,1,Clear/Partly Cloudy,0.685,0.635733,0.552083,0.112562,1177,6520,7697,High Demand (Peak Day),6901.285714285715,6888.533333333334
608,2012-08-30,Fall,2012,8,0,4,1,Clear/Partly Cloudy,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,High Demand (Peak Day),6893.857142857143,6905.1
